edge_idx,source,target,weight
2968,54,842,0.4204316
2969,54,843,0.5049291
2970,54,850,0.4581401
2971,54,856,0.546991
2972,54,857,0.5501931
2973,54,858,0.7065809
2974,54,866,0.4519177
2975,54,867,0.6493485
2976,54,896,0.4704906
2977,54,915,0.3799781
2978,54,917,0.3817248
2979,54,922,0.3877076
2980,54,923,0.695466
2981,54,960,0.3917528
2982,54,976,0.4889418
2983,54,983,0.4470877
2984,54,991,0.3768701
2985,54,993,0.4762637
2986,55,150,0.3926386
2987,55,261,0.4891316
2988,55,309,0.7032957
2989,55,766,0.3926386
2990,55,778,0.4891316
2991,55,892,0.4885896
2992,55,893,0.3926386
2993,55,901,0.3692675
2994,55,912,0.622059
2995,55,939,0.4891316
2996,56,104,0.4417287
2997,56,125,0.4973105
2998,56,126,0.3850519
2999,56,127,0.4216414
3000,56,128,0.4056807
3001,56,131,0.5100325
3002,56,133,0.4992243
3003,56,149,0.4093605
3004,56,155,0.3978775
3005,56,158,0.4787779
3006,56,163,0.4531656
3007,56,182,0.3604121
3008,56,188,0.4138676
3009,56,189,0.5085822
3010,56,198,0.4552348
3011,56,251,0.4276185
3012,56,278,0.4077092
3013,56,279,0.3634974
3014,56,308,0.3822972
3015,56,345,0.5596965
3016,56,360,0.3700294
3017,56,361,0.3809594
3018,56,364,0.4663408
3019,56,369,0.3914457
3020,56,384,0.441953
3021,56,388,0.3751221
3022,56,391,0.3740111
3023,56,426,0.4070819
3024,56,480,0.395509
3025,56,484,0.4638139
3026,56,500,0.491619
3027,56,557,0.404816
3028,56,624,0.42185
3029,56,637,0.4386442
3030,56,659,0.4102404
3031,56,660,0.5154625
3032,56,662,0.3720982
3033,56,687,0.4677935
3034,56,699,0.3643195
3035,56,717,0.4562394
3036,56,755,0.36072
3037,56,797,0.4539734
3038,56,814,0.4159656
3039,56,820,0.4080302
3040,56,821,0.3739881
3041,56,827,0.4242968
3042,56,841,0.4191079
3043,56,877,0.4202045
3044,56,916,0.3860273
3045,56,929,0.4614029
3046,56,933,0.4156672
3047,56,940,0.4516358
3048,56,975,0.3911616
3049,57,59,0.3667142
3050,57,62,0.5442768
3051,57,67,0.4928284
3052,57,69,0.3895335
3053,57,78,0.3765975
3054,57,80,0.4248806
3055,57,81,0.4042782
3056,57,84,0.6692139
3057,57,85,0.4767251
3058,57,90,0.7170612
3059,57,92,0.4816614
3060,57,133,0.5634649
3061,57,141,0.4804835
3062,57,149,0.5241646
3063,57,161,0.4944264
3064,57,163,0.5572631
3065,57,165,0.5018381
3066,57,173,0.5893665
3067,57,177,0.5383859
3068,57,183,0.5012389
3069,57,185,0.4091779
3070,57,192,0.5426492
3071,57,193,0.4661226
3072,57,196,0.553933
3073,57,201,0.3708602
3074,57,252,0.4074774
3075,57,265,0.3841422
3076,57,277,0.7460459
3077,57,279,0.4367258
3078,57,281,0.5029558
3079,57,292,0.6743457
3080,57,293,0.5444538
3081,57,294,0.5820356
3082,57,299,0.5019883
3083,57,305,0.4719306
3084,57,322,0.4244356
3085,57,323,0.3654357
3086,57,329,0.3669955
3087,57,344,0.5644528
3088,57,358,0.384919
3089,57,359,0.3905996
3090,57,360,0.4228851
3091,57,370,0.4204086
3092,57,371,0.5222038
3093,57,381,0.3643007
3094,57,384,0.417082
3095,57,393,0.6281646
3096,57,394,0.6278499
3097,57,405,0.659297
3098,57,409,0.4734618
3099,57,411,0.3974976
3100,57,413,0.6718594
3101,57,415,0.4142352
3102,57,416,0.3829921
3103,57,426,0.6292079
3104,57,428,0.5566897
3105,57,443,0.7234204
3106,57,453,0.5772353
3107,57,461,0.3865392
3108,57,469,0.3876856
3109,57,472,0.4964657
3110,57,476,0.5674638
3111,57,480,0.4763764
3112,57,498,0.6898268
3113,57,508,0.5362279
3114,57,516,0.4886174
3115,57,532,0.550721
3116,57,538,0.3652937
3117,57,541,0.6048863
3118,57,551,0.4076492
3119,57,559,0.5227047
3120,57,581,0.6212029
3121,57,587,0.5815849
3122,57,593,0.5779481
3123,57,594,0.5814046
3124,57,598,0.3807875
3125,57,623,0.5642341
3126,57,624,0.6955967
3127,57,625,0.5068668
3128,57,627,0.3654547
3129,57,631,0.4138679
3130,57,637,0.5271671
3131,57,659,0.5472292
3132,57,660,0.5665163
3133,57,664,0.5203519
3134,57,666,0.3737262
3135,57,674,0.3824852
3136,57,675,0.6745925
3137,57,677,0.4088225
3138,57,680,0.5396871
3139,57,681,0.5788504
3140,57,682,0.4212673
3141,57,686,0.3972424
3142,57,687,0.3828193
3143,57,709,0.5759889
3144,57,726,0.4013983
3145,57,727,0.6949487
3146,57,731,0.3938452
3147,57,745,0.385965
3148,57,752,0.5463462
3149,57,760,0.5493428
3150,57,765,0.6819838
3151,57,767,0.5805479
3152,57,772,0.4880267
3153,57,773,0.5321343
3154,57,776,0.6743273
3155,57,795,0.5248188
3156,57,805,0.439172
3157,57,807,0.3946402
3158,57,818,0.5496479
3159,57,825,0.5380661
3160,57,829,0.3775901
3161,57,830,0.6000087
3162,57,831,0.5478957
3163,57,841,0.6610818
3164,57,850,0.6185691
3165,57,857,0.4665331
3166,57,858,0.5517697
3167,57,867,0.4859879
3168,57,868,0.3636583
3169,57,877,0.4728397
3170,57,896,0.5534754
3171,57,905,0.4238992
3172,57,915,0.3638765
3173,57,917,0.7808524
3174,57,923,0.5337782
3175,57,931,0.4447566
3176,57,945,0.4147756
3177,57,960,0.3804875
3178,57,962,0.5181708
3179,57,971,0.4970773
3180,57,983,0.4004507
3181,57,986,0.4545855
3182,57,991,0.4049795
3183,57,993,0.5825093
3184,58,430,0.3853356
3185,59,480,0.3887304
3186,59,624,0.411275
3187,60,166,0.5711084
3188,60,693,0.4095685
3189,62,78,0.4905095
3190,62,80,0.4480864
3191,62,81,0.4420774
3192,62,84,0.4184948
3193,62,125,0.3649723
3194,62,133,0.5682362
3195,62,149,0.4851372
3196,62,163,0.4134082
3197,62,173,0.3669819
3198,62,177,0.3605941
3199,62,181,0.3938493
3200,62,192,0.4772271
3201,62,197,0.4302541
3202,62,198,0.3853354
3203,62,229,0.3627553
3204,62,251,0.4070173
3205,62,277,0.617199
3206,62,279,0.6722905
3207,62,292,0.4106683
3208,62,294,0.3722019
3209,62,301,0.377947
3210,62,322,0.3650604
3211,62,344,0.3654708
3212,62,360,0.3731056
3213,62,371,0.3863729
3214,62,393,0.529762
3215,62,394,0.612045
3216,62,405,0.4549865
3217,62,413,0.4398744
3218,62,426,0.531843
3219,62,436,0.4176109
3220,62,443,0.4274649
3221,62,476,0.381089
3222,62,480,0.4602942
3223,62,482,0.405415
3224,62,490,0.419582
3225,62,498,0.4679009
3226,62,504,0.3882491
3227,62,508,0.4284174
3228,62,541,0.4353347
3229,62,551,0.4663031
3230,62,559,0.5374361
3231,62,581,0.5406075
3232,62,587,0.4406722
3233,62,593,0.392879
3234,62,594,0.4296342
3235,62,623,0.5199545
3236,62,624,0.6696686
3237,62,637,0.4688257
3238,62,659,0.4427792
3239,62,660,0.402936
3240,62,675,0.4488818
3241,62,709,0.4762838
3242,62,727,0.4805294
3243,62,765,0.4349838
3244,62,776,0.4773232
3245,62,823,0.3660108
3246,62,830,0.3992016
3247,62,831,0.4431237
3248,62,841,0.4027811
3249,62,877,0.4298441
3250,62,896,0.4529284
3251,62,902,0.3698409
3252,62,905,0.404539
3253,62,909,0.3832614
3254,62,917,0.5122062
3255,62,971,0.3663037
3256,62,975,0.4247976
3257,62,993,0.3969435
3258,63,145,0.4015149
3259,64,79,0.3881311
3260,64,506,0.3964674
3261,64,578,0.3926386
3262,64,584,0.7032957
3263,64,778,0.4891316
3264,64,891,0.3738864
3265,64,995,0.7032957
3266,66,311,0.3767878
3267,66,340,0.4243752
3268,66,393,0.3750821
3269,66,524,0.3944955
3270,66,551,0.3789567
3271,66,696,0.4657155
3272,66,742,0.4109595
3273,66,758,0.4035364
3274,66,770,0.4140092
3275,66,774,0.381574
3276,66,823,0.3878704
3277,66,949,0.4286064
3278,66,972,0.3642516
3279,66,973,0.4241833
3280,66,984,0.4331283
3281,67,69,0.4249475
3282,67,84,0.6439282
3283,67,85,0.7436396
3284,67,89,0.4466767
3285,67,90,0.6167798
3286,67,92,0.5285545
3287,67,113,0.3702587
3288,67,126,0.4397961
3289,67,127,0.5407517
3290,67,161,0.6149644
3291,67,165,0.6219522
3292,67,173,0.5206228
3293,67,177,0.6684155
3294,67,179,0.3996166
3295,67,180,0.3840673
3296,67,183,0.4542922
3297,67,193,0.5517059
3298,67,196,0.5473319
3299,67,201,0.4113563
3300,67,265,0.4248795
3301,67,277,0.4462059
3302,67,281,0.6722574
3303,67,288,0.5071078
3304,67,292,0.7492629
3305,67,293,0.5687046
3306,67,294,0.3826825
3307,67,299,0.4698238
3308,67,322,0.5169771
3309,67,338,0.3833048
3310,67,344,0.3655167
3311,67,357,0.4257527
3312,67,358,0.6769098
3313,67,381,0.3764858
3314,67,393,0.4438046
3315,67,394,0.5339871
3316,67,402,0.4871685
3317,67,405,0.7000367
3318,67,409,0.6031852
3319,67,411,0.4600238
3320,67,413,0.428291
3321,67,415,0.4178374
3322,67,416,0.3624188
3323,67,428,0.6109742
3324,67,437,0.4604395
3325,67,443,0.5535953
3326,67,453,0.6402879
3327,67,461,0.4747612
3328,67,469,0.4158719
3329,67,472,0.5136293
3330,67,474,0.7082996
3331,67,476,0.4297686
3332,67,498,0.6202215
3333,67,508,0.6684141
3334,67,516,0.8384487
3335,67,525,0.5610219
3336,67,527,0.4561173
3337,67,532,0.7683655
3338,67,541,0.5863874
3339,67,549,0.3824224
3340,67,550,0.4811763
3341,67,555,0.5141739
3342,67,556,0.5229927
3343,67,564,0.583739
3344,67,568,0.3686902
3345,67,579,0.6743116
3346,67,581,0.3771917
3347,67,594,0.6183567
3348,67,606,0.4447238
3349,67,611,0.3929321
3350,67,613,0.399303
3351,67,623,0.497543
3352,67,624,0.4353501
3353,67,625,0.4068593
3354,67,631,0.4967416
3355,67,641,0.3817552
3356,67,664,0.4965589
3357,67,674,0.3804718
3358,67,675,0.5000486
3359,67,677,0.4340231
3360,67,680,0.508442
3361,67,681,0.5714533
3362,67,682,0.6885449
3363,67,686,0.5520762
3364,67,709,0.583101
3365,67,717,0.3898802
3366,67,727,0.4569311
3367,67,729,0.4495505
3368,67,730,0.504741
3369,67,751,0.4271103
3370,67,752,0.5248073
3371,67,754,0.4005339
3372,67,760,0.6083056
3373,67,765,0.5061092
3374,67,767,0.7158172
3375,67,772,0.604653
3376,67,773,0.6033141
3377,67,774,0.4161376
3378,67,776,0.8383316
3379,67,795,0.7998416
3380,67,805,0.5508421
3381,67,807,0.536379
3382,67,808,0.571733
3383,67,818,0.6831208
3384,67,820,0.3820979
3385,67,821,0.6183164
3386,67,825,0.743391
3387,67,830,0.4825596
3388,67,838,0.4518056
3389,67,841,0.3865259
3390,67,843,0.4714452
3391,67,850,0.5746381
3392,67,856,0.509764
3393,67,857,0.706435
3394,67,858,0.8040695
3395,67,866,0.5553532
3396,67,867,0.7004795
3397,67,896,0.5290772
3398,67,917,0.4958237
3399,67,923,0.7671778
3400,67,942,0.3704538
3401,67,945,0.4100638
3402,67,950,0.5257323
3403,67,962,0.5475771
3404,67,976,0.3825769
3405,67,983,0.5151967
3406,67,986,0.4678422
3407,67,991,0.4601297
3408,67,993,0.6252557
3409,68,104,0.381815
3410,68,129,0.4983988
3411,68,132,0.4298646
3412,68,135,0.4102685
3413,68,138,0.5144657
3414,68,140,0.451589
3415,68,161,0.3997442
3416,68,188,0.3700753
3417,68,189,0.4203662
3418,68,203,0.5709256
3419,68,204,0.5271326
3420,68,258,0.4167913
3421,68,302,0.4108258
3422,68,318,0.4851537
3423,68,319,0.4726695
3424,68,334,0.5430731
3425,68,345,0.3712728
3426,68,348,0.3845686
3427,68,350,0.3924603
3428,68,359,0.4718313
3429,68,361,0.4573407
3430,68,369,0.3786152
3431,68,391,0.3735168
3432,68,396,0.5207031
3433,68,397,0.4426609
3434,68,421,0.4657499
3435,68,455,0.4748061
3436,68,456,0.4126283
3437,68,462,0.3629566
3438,68,467,0.3994906
3439,68,477,0.3662992
3440,68,484,0.3602621
3441,68,527,0.5278462
3442,68,549,0.3952764
3443,68,550,0.459867
3444,68,589,0.4338324
3445,68,596,0.4580189
3446,68,646,0.3788615
3447,68,654,0.4164648
3448,68,655,0.4294307
3449,68,706,0.4468114
3450,68,707,0.4132157
3451,68,724,0.4286231
3452,68,748,0.5587128
3453,68,782,0.5207506
3454,68,830,0.3669959
3455,68,833,0.4396719
3456,68,836,0.5143458
3457,68,837,0.38901
3458,68,918,0.3932934
3459,68,919,0.3820853
3460,68,920,0.4328777
3461,68,924,0.442596
3462,68,941,0.4038834
3463,68,942,0.5078668
3464,68,944,0.4330335
3465,68,984,0.3892661
3466,68,994,0.4945465
3467,69,80,0.4963958
3468,69,98,0.4117887
3469,69,104,0.561321
3470,69,132,0.4940222
3471,69,138,0.4258668
3472,69,165,0.6798674
3473,69,186,0.4333807
3474,69,278,0.4433662
3475,69,293,0.5958404
3476,69,299,0.3962016
3477,69,318,0.4652297
3478,69,334,0.4652709
3479,69,345,0.4046055
3480,69,391,0.5461979
3481,69,394,0.438313
3482,69,405,0.3687502
3483,69,409,0.6142108
3484,69,441,0.3667811
3485,69,455,0.373763
3486,69,456,0.3811107
3487,69,461,0.3674322
3488,69,467,0.5383977
3489,69,469,0.552219
3490,69,476,0.4005971
3491,69,484,0.3988285
3492,69,508,0.7130923
3493,69,509,0.4093572
3494,69,511,0.4271604
3495,69,514,0.3772626
3496,69,516,0.473716
3497,69,532,0.4148067
3498,69,554,0.3818371
3499,69,556,0.38508
3500,69,574,0.3714319
3501,69,579,0.5718047
3502,69,580,0.3750373
3503,69,593,0.4342977
3504,69,594,0.6520624
3505,69,606,0.4254986
3506,69,611,0.4401408
3507,69,641,0.4116941
3508,69,681,0.4269981
3509,69,682,0.4741418
3510,69,686,0.532238
3511,69,692,0.4483798
3512,69,699,0.4089176
3513,69,740,0.3782014
3514,69,765,0.4986674
3515,69,772,0.6154343
3516,69,773,0.3784143
3517,69,776,0.4658213
3518,69,795,0.3910425
3519,69,796,0.3648976
3520,69,807,0.4204171
3521,69,818,0.6587947
3522,69,820,0.4786004
3523,69,825,0.4127927
3524,69,843,0.4152776
3525,69,844,0.3660567
3526,69,856,0.3844988
3527,69,857,0.4334025
3528,69,858,0.5737353
3529,69,859,0.4648764
3530,69,867,0.4876979
3531,69,922,0.4258892
3532,69,923,0.4908719
3533,69,940,0.4960449
3534,69,943,0.3778852
3535,69,961,0.4107427
3536,69,976,0.4624922
3537,69,991,0.4952423
3538,70,100,0.3754174
3539,70,313,0.3755061
3540,71,121,0.6592631
3541,71,164,0.4015149
3542,71,213,0.6592631
3543,71,231,0.4905504
3544,71,326,0.3806777
3545,71,503,0.3881311
3546,71,712,0.5020891
3547,71,738,0.3881311
3548,71,789,0.4015149
3549,71,876,0.4060471
3550,71,952,0.4605455
3551,72,183,0.3600531
3552,72,387,0.427328
3553,72,679,0.427328
3554,74,105,0.3998463
3555,76,178,0.3990481
3556,76,252,0.3630415
3557,76,328,0.3785033
3558,76,489,0.4009834
3559,76,975,0.3685837
3560,78,80,0.4911911
3561,78,81,0.4954915
3562,78,97,0.507258
3563,78,103,0.3924263
3564,78,114,0.3677189
3565,78,115,0.4338425
3566,78,125,0.4079764
3567,78,126,0.5274797
3568,78,133,0.5717584
3569,78,138,0.3778452
3570,78,141,0.3718657
3571,78,144,0.3803913
3572,78,149,0.4265254
3573,78,163,0.4896196
3574,78,181,0.3983803
3575,78,184,0.4494845
3576,78,185,0.4166324
3577,78,192,0.4129729
3578,78,198,0.4307049
3579,78,229,0.4849585
3580,78,251,0.4369568
3581,78,252,0.4218451
3582,78,267,0.3624604
3583,78,277,0.4550293
3584,78,279,0.6899711
3585,78,301,0.4474051
3586,78,311,0.4556945
3587,78,319,0.4151525
3588,78,371,0.4182525
3589,78,384,0.3831306
3590,78,393,0.5220087
3591,78,394,0.6024147
3592,78,413,0.4123751
3593,78,426,0.3976186
3594,78,480,0.3702418
3595,78,482,0.4075263
3596,78,490,0.4502602
3597,78,500,0.4077411
3598,78,504,0.3608812
3599,78,525,0.3931625
3600,78,551,0.4051012
3601,78,552,0.4053315
3602,78,559,0.5058192
3603,78,565,0.5668985
3604,78,581,0.4406779
3605,78,587,0.449253
3606,78,623,0.5434919
3607,78,624,0.6533502
3608,78,659,0.3886557
3609,78,660,0.4742231
3610,78,662,0.3731085
3611,78,696,0.4189285
3612,78,717,0.4319153
3613,78,742,0.5070727
3614,78,774,0.3873312
3615,78,830,0.3660344
3616,78,831,0.3944745
3617,78,838,0.3765255
3618,78,847,0.404101
3619,78,877,0.4339111
3620,78,917,0.414021
3621,78,971,0.4070725
3622,78,975,0.4656894
3623,79,290,0.380937
3624,79,399,0.4905504
3625,79,465,0.5549653
3626,79,547,0.4119725
3627,79,584,0.564766
3628,79,604,0.4015149
3629,79,679,0.4015149
3630,79,700,0.4015149
3631,79,946,0.5645336
3632,80,81,0.6492787
3633,80,87,0.3743671
3634,80,97,0.4251741
3635,80,104,0.4106556
3636,80,109,0.4161887
3637,80,126,0.4244035
3638,80,129,0.515996
3639,80,132,0.7444836
3640,80,138,0.6696695
3641,80,140,0.3603108
3642,80,165,0.5457272
3643,80,182,0.4095913
3644,80,197,0.3941107
3645,80,203,0.3639664
3646,80,208,0.3941104
3647,80,244,0.4127862
3648,80,277,0.3647017
3649,80,279,0.6795606
3650,80,293,0.4078877
3651,80,301,0.3988184
3652,80,302,0.573042
3653,80,311,0.4629714
3654,80,315,0.3784217
3655,80,318,0.5665632
3656,80,319,0.6629841
3657,80,334,0.3641367
3658,80,340,0.4135647
3659,80,350,0.5553496
3660,80,391,0.4131885
3661,80,394,0.6857307
3662,80,396,0.415875
3663,80,397,0.4026896
3664,80,409,0.4511324
3665,80,421,0.4227359
3666,80,445,0.378949
3667,80,455,0.4450685
3668,80,456,0.59315
3669,80,467,0.564451
3670,80,468,0.4247201
3671,80,469,0.3988364
3672,80,482,0.3873689
3673,80,504,0.4080284
3674,80,508,0.6634745
3675,80,514,0.3940687
3676,80,527,0.3960203
3677,80,549,0.4184368
3678,80,552,0.5277994
3679,80,565,0.3901128
3680,80,579,0.3706108
3681,80,586,0.4546973
3682,80,587,0.449468
3683,80,593,0.4585992
3684,80,594,0.6137766
3685,80,602,0.3940239
3686,80,606,0.4165104
3687,80,623,0.5575338
3688,80,624,0.478731
3689,80,626,0.3860949
3690,80,692,0.4321895
3691,80,696,0.4598711
3692,80,709,0.4166534
3693,80,724,0.4950854
3694,80,742,0.3684224
3695,80,743,0.4855537
3696,80,747,0.3951207
3697,80,748,0.4548779
3698,80,749,0.4010996
3699,80,754,0.3846311
3700,80,758,0.4873828
3701,80,764,0.5047926
3702,80,765,0.4887641
3703,80,772,0.4616208
3704,80,776,0.3722743
3705,80,782,0.4451479
3706,80,818,0.5735995
3707,80,831,0.3723633
3708,80,837,0.5194249
3709,80,859,0.5291806
3710,80,887,0.3688059
3711,80,898,0.4527196
3712,80,920,0.3671561
3713,80,941,0.4846635
3714,80,942,0.3847
3715,80,944,0.4997844
3716,80,949,0.3732274
3717,80,972,0.4261789
3718,80,976,0.377549
3719,80,984,0.5361166
3720,80,994,0.5034291
3721,81,132,0.5493119
3722,81,138,0.5359776
3723,81,165,0.3867933
3724,81,277,0.3613903
3725,81,279,0.5653174
3726,81,298,0.3895541
3727,81,311,0.3711044
3728,81,315,0.3875474
3729,81,318,0.4315569
3730,81,319,0.4209049
3731,81,322,0.3866916
3732,81,350,0.3880602
3733,81,393,0.46037
3734,81,394,0.6130788
3735,81,450,0.382991
3736,81,504,0.3722882
3737,81,508,0.5644126
3738,81,594,0.5504317
3739,81,602,0.4946787
3740,81,606,0.4202099
3741,81,623,0.5959256
3742,81,624,0.4873136
3743,81,686,0.3636262
3744,81,696,0.379908
3745,81,709,0.4719495
3746,81,764,0.3695569
3747,81,772,0.4134437
3748,81,776,0.4348442
3749,81,818,0.4461463
3750,81,837,0.4173315
3751,81,858,0.3729125
3752,81,898,0.3993589
3753,81,976,0.384479
3754,81,984,0.4483438
3755,81,994,0.3968603
3756,82,156,0.3675018
3757,82,172,0.3780641
3758,82,256,0.3879059
3759,82,650,0.3758762
3760,83,84,0.4171846
3761,83,103,0.5638285
3762,83,104,0.4979197
3763,83,115,0.4162442
3764,83,132,0.4077543
3765,83,133,0.613388
3766,83,149,0.3672671
3767,83,152,0.6104555
3768,83,155,0.4064922
3769,83,160,0.3699881
3770,83,161,0.5383723
3771,83,163,0.5129068
3772,83,173,0.5144938
3773,83,177,0.3832932
3774,83,179,0.4025134
3775,83,180,0.4021884
3776,83,181,0.4988514
3777,83,183,0.3731101
3778,83,184,0.3743918
3779,83,188,0.5545585
3780,83,189,0.5156467
3781,83,192,0.4668753
3782,83,198,0.4506554
3783,83,203,0.5790358
3784,83,204,0.5808499
3785,83,229,0.4767879
3786,83,251,0.3697594
3787,83,258,0.4508135
3788,83,285,0.5194416
3789,83,295,0.3626109
3790,83,318,0.4288402
3791,83,334,0.4590052
3792,83,345,0.5920747
3793,83,359,0.4207113
3794,83,360,0.5566869
3795,83,361,0.4199892
3796,83,364,0.43582
3797,83,369,0.4862639
3798,83,371,0.4327801
3799,83,388,0.4949418
3800,83,391,0.4615713
3801,83,393,0.470349
3802,83,396,0.4026026
3803,83,413,0.4636894
3804,83,426,0.393149
3805,83,440,0.5467484
3806,83,443,0.4592907
3807,83,480,0.3712174
3808,83,484,0.4755717
3809,83,498,0.4457259
3810,83,500,0.3985641
3811,83,538,0.3781147
3812,83,554,0.511062
3813,83,559,0.387248
3814,83,581,0.3959138
3815,83,589,0.481245
3816,83,596,0.4173933
3817,83,598,0.4504056
3818,83,599,0.4888728
3819,83,600,0.6026715
3820,83,624,0.4286831
3821,83,637,0.4218914
3822,83,645,0.507299
3823,83,646,0.4710254
3824,83,649,0.4241481
3825,83,659,0.4950022
3826,83,660,0.4905556
3827,83,675,0.4736627
3828,83,687,0.402107
3829,83,796,0.4827755
3830,83,797,0.4507815
3831,83,801,0.3724494
3832,83,826,0.3641115
3833,83,830,0.5465323
3834,83,836,0.3850187
3835,83,841,0.4437176
3836,83,896,0.3831531
3837,83,917,0.4622328
3838,83,918,0.4429174
3839,83,932,0.3871127
3840,83,933,0.4854468
3841,83,936,0.5155641
3842,83,940,0.59232
3843,83,942,0.5187917
3844,83,971,0.3741013
3845,84,85,0.7351432
3846,84,89,0.4541516
3847,84,90,0.8049991
3848,84,92,0.6655612
3849,84,133,0.6061953
3850,84,135,0.5049232
3851,84,149,0.5692951
3852,84,152,0.5974093
3853,84,154,0.4283572
3854,84,158,0.4170304
3855,84,161,0.8108023
3856,84,163,0.5931443
3857,84,171,0.3714914
3858,84,173,0.7511495
3859,84,177,0.7414593
3860,84,179,0.377525
3861,84,183,0.6248959
3862,84,188,0.4497469
3863,84,189,0.4424373
3864,84,192,0.5577984
3865,84,193,0.4494033
3866,84,196,0.5098753
3867,84,198,0.5046862
3868,84,201,0.4992105
3869,84,203,0.6577666
3870,84,204,0.5724982
3871,84,242,0.3711904
3872,84,258,0.4807631
3873,84,277,0.6573559
3874,84,281,0.6656193
3875,84,288,0.451962
3876,84,292,0.8482995
3877,84,294,0.5794588
3878,84,299,0.4074731
3879,84,302,0.4126427
3880,84,305,0.4635993
3881,84,322,0.5506682
3882,84,344,0.5554826
3883,84,345,0.5097752
3884,84,350,0.4248882
3885,84,357,0.4201717
3886,84,358,0.6269009
3887,84,359,0.6240226
3888,84,360,0.5753888
3889,84,361,0.5526479
3890,84,364,0.3728318
3891,84,369,0.5391639
3892,84,371,0.5204196
3893,84,393,0.665185
3894,84,394,0.4088952
3895,84,402,0.5001284
3896,84,405,0.7939898
3897,84,411,0.4706643
3898,84,413,0.6314725
3899,84,415,0.3682106
3900,84,416,0.4278828
3901,84,421,0.4880397
3902,84,426,0.5594814
3903,84,428,0.6089882
3904,84,440,0.5021181
3905,84,443,0.8668275
3906,84,453,0.7585162
3907,84,457,0.4592163
3908,84,472,0.519866
3909,84,474,0.4803397
3910,84,476,0.3892054
3911,84,477,0.4346147
3912,84,480,0.4406364
3913,84,498,0.8769215
3914,84,516,0.6080388
3915,84,525,0.4228114
3916,84,527,0.5928859
3917,84,532,0.6012133
3918,84,538,0.4085338
3919,84,541,0.7351805
3920,84,550,0.5277147
3921,84,553,0.426959
3922,84,559,0.4252522
3923,84,564,0.4684009
3924,84,568,0.4011432
3925,84,581,0.6071335
3926,84,587,0.4866195
3927,84,589,0.4894582
3928,84,590,0.3933162
3929,84,594,0.3675305
3930,84,596,0.4335141
3931,84,598,0.5044123
3932,84,600,0.3818931
3933,84,613,0.3694277
3934,84,616,0.4072137
3935,84,622,0.3821701
3936,84,623,0.5038449
3937,84,624,0.6838342
3938,84,625,0.3878971
3939,84,627,0.3752842
3940,84,631,0.4325953
3941,84,635,0.3660925
3942,84,637,0.6281056
3943,84,645,0.4366217
3944,84,649,0.3655836
3945,84,659,0.6265727
3946,84,660,0.7007598
3947,84,662,0.4373094
3948,84,664,0.5855782
3949,84,665,0.3753094
3950,84,666,0.3619614
3951,84,674,0.4414171
3952,84,675,0.6926671
3953,84,680,0.4126613
3954,84,681,0.4675115
3955,84,682,0.4794199
3956,84,687,0.6984063
3957,84,706,0.3938703
3958,84,707,0.4236178
3959,84,709,0.5672613
3960,84,726,0.5333836
3961,84,727,0.7502127
3962,84,730,0.4034417
3963,84,741,0.5067712
3964,84,748,0.4320762
3965,84,752,0.8360029
3966,84,754,0.580998
3967,84,760,0.5589374
3968,84,765,0.496488
3969,84,767,0.7767057
3970,84,773,0.5223954
3971,84,776,0.7042984
3972,84,795,0.6749224
3973,84,801,0.4030363
3974,84,805,0.574833
3975,84,807,0.418188
3976,84,808,0.6680923
3977,84,818,0.3605253
3978,84,825,0.6546627
3979,84,826,0.4717311
3980,84,830,0.8032563
3981,84,831,0.3658009
3982,84,833,0.5775973
3983,84,836,0.4418014
3984,84,841,0.7622973
3985,84,842,0.3887587
3986,84,850,0.858156
3987,84,857,0.4983407
3988,84,858,0.5119023
3989,84,866,0.4520091
3990,84,867,0.5745573
3991,84,868,0.4141759
3992,84,877,0.5958411
3993,84,889,0.4038375
3994,84,896,0.6885153
3995,84,917,0.8062581
3996,84,918,0.4489371
3997,84,923,0.5344905
3998,84,933,0.3700305
3999,84,941,0.5543057
4000,84,942,0.5849566
4001,84,945,0.4737668
4002,84,950,0.5373545
4003,84,962,0.6427722
4004,84,971,0.38491
4005,84,973,0.4252347
4006,84,983,0.4752028
4007,84,986,0.4128975
4008,84,993,0.7315631
4009,85,89,0.5480918
4010,85,90,0.6946035
4011,85,92,0.6227386
4012,85,97,0.3719817
4013,85,113,0.512439
4014,85,126,0.5068719
4015,85,127,0.5655209
4016,85,161,0.6487067
4017,85,165,0.4486437
4018,85,173,0.4795075
4019,85,177,0.6404491
4020,85,183,0.5041765
4021,85,193,0.5179439
4022,85,196,0.5324845
4023,85,203,0.3819138
4024,85,242,0.3806114
4025,85,266,0.3664206
4026,85,277,0.4078093
4027,85,281,0.6586344
4028,85,288,0.5614782
4029,85,292,0.7573503
4030,85,293,0.5037951
4031,85,299,0.4658118
4032,85,302,0.4125244
4033,85,322,0.4665733
4034,85,344,0.3689882
4035,85,357,0.4770229
4036,85,358,0.7807555
4037,85,359,0.4026198
4038,85,393,0.4683337
4039,85,402,0.6010578
4040,85,405,0.5983603
4041,85,409,0.5052467
4042,85,411,0.4917797
4043,85,416,0.4466617
4044,85,421,0.5210449
4045,85,428,0.605125
4046,85,437,0.4234541
4047,85,443,0.5938939
4048,85,453,0.639681
4049,85,457,0.4099905
4050,85,472,0.5049366
