edge_idx,source,target,weight
630,8,413,0.4753872
631,8,415,0.4702337
632,8,416,0.4006417
633,8,421,0.4294073
634,8,423,0.3600425
635,8,428,0.6186737
636,8,440,0.4100477
637,8,443,0.6631127
638,8,453,0.5786898
639,8,457,0.3858622
640,8,461,0.3814899
641,8,472,0.4896481
642,8,474,0.5451661
643,8,476,0.5191519
644,8,477,0.3902873
645,8,498,0.7030888
646,8,508,0.4831655
647,8,516,0.74856
648,8,525,0.5718853
649,8,527,0.5606631
650,8,532,0.6934021
651,8,541,0.5953036
652,8,549,0.3609809
653,8,550,0.5189296
654,8,556,0.3656993
655,8,564,0.5569609
656,8,568,0.3953452
657,8,579,0.4644974
658,8,581,0.4254549
659,8,593,0.3642003
660,8,594,0.5036421
661,8,613,0.4759244
662,8,623,0.4337606
663,8,624,0.5024034
664,8,625,0.4001268
665,8,631,0.4391789
666,8,637,0.3699028
667,8,645,0.3753334
668,8,659,0.4033809
669,8,660,0.4043222
670,8,664,0.5034466
671,8,666,0.4483478
672,8,674,0.3815245
673,8,675,0.5478679
674,8,677,0.4353317
675,8,680,0.5206568
676,8,681,0.5744727
677,8,682,0.5552341
678,8,686,0.4559507
679,8,687,0.4529583
680,8,709,0.5368145
681,8,717,0.3701212
682,8,727,0.4907213
683,8,729,0.40404
684,8,730,0.5493287
685,8,745,0.3607598
686,8,748,0.4092881
687,8,751,0.389495
688,8,752,0.626518
689,8,754,0.4826741
690,8,760,0.6324829
691,8,765,0.4569
692,8,767,0.658969
693,8,772,0.4813801
694,8,773,0.6272881
695,8,776,0.7503058
696,8,795,0.7443843
697,8,805,0.6571483
698,8,807,0.3898412
699,8,808,0.589094
700,8,818,0.5352676
701,8,821,0.4649007
702,8,825,0.632647
703,8,830,0.5679499
704,8,833,0.3833103
705,8,836,0.4127579
706,8,838,0.4242816
707,8,841,0.4760613
708,8,843,0.4397682
709,8,850,0.6632315
710,8,856,0.4262905
711,8,857,0.6348882
712,8,858,0.6401002
713,8,866,0.5302322
714,8,867,0.6275205
715,8,877,0.3872116
716,8,896,0.6763653
717,8,917,0.6259006
718,8,923,0.6387012
719,8,942,0.4457108
720,8,945,0.4077012
721,8,950,0.5538721
722,8,962,0.5257347
723,8,973,0.3680051
724,8,983,0.5119689
725,8,991,0.4475028
726,8,993,0.6538734
727,9,91,0.4095685
728,9,321,0.3655688
729,9,597,0.3655688
730,9,746,0.3655688
731,9,925,0.3655688
732,10,11,0.5910936
733,10,12,0.4906472
734,10,18,0.5412483
735,10,20,0.3961882
736,10,23,0.5601336
737,10,24,0.4613006
738,10,29,0.5155377
739,10,33,0.630569
740,10,39,0.3807503
741,10,43,0.4240365
742,10,45,0.5408246
743,10,52,0.5852127
744,10,54,0.4850723
745,10,57,0.7589007
746,10,59,0.4030439
747,10,62,0.6109302
748,10,67,0.5049048
749,10,78,0.5316378
750,10,80,0.4460412
751,10,81,0.5475554
752,10,84,0.5952603
753,10,85,0.4921368
754,10,90,0.6345703
755,10,92,0.4095955
756,10,133,0.518679
757,10,141,0.4749076
758,10,149,0.5175954
759,10,152,0.4273738
760,10,161,0.3896178
761,10,163,0.4936168
762,10,165,0.4519764
763,10,173,0.5387242
764,10,177,0.5957312
765,10,179,0.4234964
766,10,180,0.4361142
767,10,183,0.4144273
768,10,184,0.4191506
769,10,185,0.3659495
770,10,192,0.5091475
771,10,193,0.4378341
772,10,196,0.5131159
773,10,277,0.631448
774,10,279,0.5618409
775,10,281,0.3834024
776,10,292,0.570511
777,10,293,0.4375847
778,10,294,0.4768529
779,10,305,0.3734075
780,10,322,0.4885771
781,10,344,0.4431825
782,10,360,0.3794683
783,10,371,0.3717201
784,10,393,0.6352339
785,10,394,0.6843307
786,10,405,0.5964352
787,10,409,0.3808846
788,10,411,0.3693756
789,10,413,0.5700741
790,10,415,0.363718
791,10,426,0.4889699
792,10,428,0.3861133
793,10,443,0.605294
794,10,453,0.5279619
795,10,472,0.4020017
796,10,476,0.4556972
797,10,480,0.4848577
798,10,498,0.6450871
799,10,508,0.5658705
800,10,516,0.3904401
801,10,532,0.4709034
802,10,538,0.3720331
803,10,541,0.5353061
804,10,551,0.4141948
805,10,555,0.3891639
806,10,556,0.4121653
807,10,559,0.470832
808,10,581,0.5597776
809,10,587,0.5647118
810,10,593,0.3763653
811,10,594,0.5363486
812,10,623,0.6846433
813,10,624,0.7494687
814,10,625,0.3796926
815,10,637,0.4095612
816,10,659,0.5087734
817,10,660,0.4707983
818,10,662,0.36855
819,10,664,0.4239193
820,10,675,0.5490924
821,10,677,0.4092829
822,10,680,0.4878669
823,10,681,0.4547842
824,10,686,0.3652219
825,10,687,0.3827271
826,10,709,0.5496408
827,10,727,0.5489308
828,10,752,0.4799384
829,10,760,0.4373446
830,10,765,0.5596765
831,10,767,0.4654159
832,10,772,0.4052763
833,10,773,0.4096383
834,10,776,0.6334002
835,10,795,0.4095945
836,10,805,0.4312931
837,10,818,0.4624616
838,10,825,0.4947673
839,10,830,0.5488824
840,10,831,0.4449236
841,10,841,0.5257712
842,10,850,0.4643081
843,10,858,0.5256883
844,10,867,0.4390607
845,10,877,0.4751097
846,10,896,0.5147859
847,10,908,0.3779833
848,10,909,0.3676277
849,10,917,0.6503757
850,10,923,0.4451646
851,10,931,0.4113661
852,10,962,0.3986086
853,10,986,0.4529578
854,10,993,0.480285
855,11,12,0.4042075
856,11,23,0.4842313
857,11,33,0.5651224
858,11,36,0.5453819
859,11,39,0.3977636
860,11,40,0.4062087
861,11,41,0.7670322
862,11,45,0.4613846
863,11,52,0.8365998
864,11,54,0.6336218
865,11,57,0.6077372
866,11,67,0.7977854
867,11,69,0.3731188
868,11,84,0.771378
869,11,85,0.806527
870,11,89,0.4719052
871,11,90,0.7356624
872,11,92,0.6586646
873,11,113,0.4247079
874,11,126,0.4205052
875,11,127,0.4518263
876,11,129,0.4011403
877,11,152,0.371854
878,11,161,0.6724323
879,11,165,0.4837675
880,11,173,0.6309177
881,11,177,0.6726078
882,11,179,0.3639882
883,11,183,0.563181
884,11,193,0.509684
885,11,196,0.487179
886,11,203,0.4380159
887,11,265,0.3923253
888,11,277,0.4920279
889,11,281,0.6450924
890,11,288,0.4936051
891,11,292,0.8264938
892,11,293,0.4786711
893,11,294,0.4820641
894,11,299,0.4240923
895,11,322,0.4767334
896,11,344,0.4595719
897,11,357,0.4906965
898,11,358,0.7325364
899,11,359,0.4564756
900,11,393,0.5014136
901,11,394,0.4154138
902,11,402,0.6199419
903,11,405,0.6531709
904,11,409,0.5200565
905,11,411,0.4933429
906,11,413,0.4420547
907,11,415,0.3804166
908,11,416,0.4231814
909,11,421,0.4404224
910,11,428,0.7075528
911,11,443,0.6810461
912,11,453,0.7027106
913,11,457,0.413365
914,11,461,0.4002356
915,11,472,0.5122333
916,11,474,0.6670667
917,11,476,0.4085682
918,11,477,0.424298
919,11,498,0.7046044
920,11,508,0.5379657
921,11,516,0.77432
922,11,525,0.577439
923,11,527,0.6052812
924,11,532,0.652389
925,11,541,0.6331097
926,11,549,0.4122854
927,11,550,0.5664465
928,11,553,0.3821046
929,11,555,0.4321468
930,11,556,0.4815663
931,11,564,0.5362478
932,11,565,0.362814
933,11,568,0.4548244
934,11,579,0.540621
935,11,581,0.4185751
936,11,587,0.3616046
937,11,594,0.4689631
938,11,613,0.4423262
939,11,622,0.3634704
940,11,623,0.4804599
941,11,624,0.498081
942,11,625,0.471333
943,11,631,0.5321601
944,11,637,0.3869588
945,11,655,0.3903686
946,11,659,0.4036666
947,11,660,0.4250156
948,11,664,0.5242324
949,11,675,0.5150258
950,11,677,0.3923252
951,11,680,0.5076582
952,11,681,0.5129473
953,11,682,0.6069797
954,11,686,0.3955141
955,11,687,0.475311
956,11,709,0.521967
957,11,727,0.5542305
958,11,729,0.4663624
959,11,730,0.5339194
960,11,748,0.4231631
961,11,751,0.4159468
962,11,752,0.6492399
963,11,754,0.529399
964,11,760,0.6306856
965,11,765,0.4713754
966,11,767,0.7733659
967,11,772,0.5108282
968,11,773,0.6269815
969,11,774,0.4243146
970,11,776,0.7651879
971,11,795,0.7797481
972,11,805,0.5638784
973,11,807,0.5088464
974,11,808,0.7202888
975,11,818,0.5196133
976,11,821,0.4952763
977,11,825,0.7341646
978,11,830,0.6059758
979,11,833,0.4668033
980,11,838,0.4744809
981,11,841,0.57357
982,11,843,0.3804597
983,11,850,0.6894139
984,11,856,0.549009
985,11,857,0.6476136
986,11,858,0.7330461
987,11,866,0.5770922
988,11,867,0.5994364
989,11,868,0.3655698
990,11,877,0.4024231
991,11,889,0.3891865
992,11,896,0.6412236
993,11,917,0.5838676
994,11,923,0.7206712
995,11,941,0.4493183
996,11,942,0.4756893
997,11,945,0.4497958
998,11,950,0.5732165
999,11,962,0.5723398
1000,11,973,0.4426329
1001,11,976,0.3772798
1002,11,983,0.5592586
1003,11,986,0.4051577
1004,11,991,0.3802028
1005,11,993,0.6620228
1006,12,18,0.4132554
1007,12,26,0.4564712
1008,12,36,0.5073996
1009,12,40,0.4154687
1010,12,41,0.3786893
1011,12,54,0.5752605
1012,12,57,0.4083545
1013,12,67,0.4202603
1014,12,69,0.4113931
1015,12,80,0.4651525
1016,12,81,0.5404258
1017,12,85,0.4293023
1018,12,90,0.3857553
1019,12,104,0.429687
1020,12,132,0.6336167
1021,12,138,0.3737805
1022,12,165,0.5691671
1023,12,182,0.381068
1024,12,186,0.4360864
1025,12,281,0.3866082
1026,12,285,0.4086013
1027,12,298,0.3875344
1028,12,318,0.4409772
1029,12,391,0.3880824
1030,12,394,0.4642414
1031,12,409,0.4402941
1032,12,467,0.4374737
1033,12,469,0.3757769
1034,12,472,0.4077496
1035,12,474,0.6281313
1036,12,508,0.6001267
1037,12,516,0.3710565
1038,12,555,0.4859975
1039,12,579,0.6000829
1040,12,594,0.5938808
1041,12,599,0.6074388
1042,12,600,0.3629925
1043,12,602,0.6719826
1044,12,606,0.394279
1045,12,611,0.4275545
1046,12,623,0.5142725
1047,12,646,0.3792987
1048,12,699,0.4461485
1049,12,709,0.3716408
1050,12,743,0.3888434
1051,12,764,0.3900641
1052,12,765,0.373248
1053,12,767,0.3623801
1054,12,772,0.5691383
1055,12,776,0.5252415
1056,12,795,0.409795
1057,12,818,0.4989166
1058,12,825,0.4128778
1059,12,858,0.5902721
1060,12,859,0.4584302
1061,12,867,0.4467707
1062,12,923,0.4313585
1063,12,976,0.3875738
1064,12,994,0.3821739
1065,13,168,0.3629206
1066,13,968,0.3862028
1067,14,24,0.4042439
1068,14,37,0.3774365
1069,14,97,0.3919376
1070,14,525,0.3717385
1071,14,566,0.3899288
1072,14,730,0.3675466
1073,14,937,0.3710142
1074,15,18,0.5511692
1075,15,29,0.4469955
1076,15,45,0.4013665
1077,15,78,0.4418804
1078,15,81,0.41124
1079,15,133,0.3634239
1080,15,178,0.3770957
1081,15,279,0.446668
1082,15,393,0.4100436
1083,15,559,0.3789317
1084,15,623,0.5369061
1085,15,624,0.44622
1086,15,662,0.3852984
1087,16,17,0.5149497
1088,16,18,0.366957
1089,16,24,0.4399361
1090,16,26,0.3693379
1091,16,37,0.4097757
1092,16,78,0.5030531
1093,16,80,0.5603042
1094,16,97,0.4978794
1095,16,113,0.5312982
1096,16,125,0.4525092
1097,16,126,0.5803243
1098,16,127,0.3601934
1099,16,129,0.552669
1100,16,132,0.4388781
1101,16,138,0.5045145
1102,16,140,0.4346742
1103,16,197,0.3829989
1104,16,208,0.3764888
1105,16,244,0.4365148
1106,16,279,0.5705738
1107,16,288,0.5649994
1108,16,301,0.3645338
1109,16,302,0.4807488
1110,16,311,0.445772
1111,16,319,0.5117355
1112,16,350,0.4905014
1113,16,357,0.5131513
1114,16,358,0.3935082
1115,16,359,0.393849
1116,16,396,0.3986108
1117,16,421,0.5578576
1118,16,437,0.364541
1119,16,456,0.381417
1120,16,477,0.4118469
1121,16,482,0.4113746
1122,16,524,0.418608
1123,16,525,0.4617605
1124,16,527,0.4462241
1125,16,549,0.5117556
1126,16,550,0.5164158
1127,16,551,0.3945546
1128,16,552,0.66633
1129,16,565,0.4447471
1130,16,586,0.3740751
1131,16,626,0.4033352
1132,16,696,0.404235
1133,16,717,0.3792713
1134,16,724,0.4053491
1135,16,730,0.451443
1136,16,742,0.5039927
1137,16,743,0.3606988
1138,16,748,0.5673863
1139,16,751,0.4143969
1140,16,758,0.4160322
1141,16,774,0.4088364
1142,16,782,0.5172774
1143,16,808,0.4010004
1144,16,833,0.4076671
1145,16,837,0.4955687
1146,16,838,0.4551987
1147,16,866,0.5396553
1148,16,887,0.4319364
1149,16,941,0.4801305
1150,16,942,0.3723274
1151,16,944,0.3704293
1152,16,975,0.4781895
1153,16,984,0.4374766
1154,16,994,0.5101629
1155,16,996,0.4267973
1156,17,78,0.4295897
1157,17,80,0.4025393
1158,17,113,0.3972747
1159,17,126,0.4383088
